epoch,train_loss,val_psnr,val_ssim,learning_rate
38,0.029454078844008337,26.183737387828987,0.84383327,0.0001
39,0.02932549576264427,26.16395589322158,0.8429514,0.0001
40,0.029333560557561457,26.10412862646844,0.84319216,0.0001
41,0.029226299849809803,26.178169009271617,0.8445479,0.0001
42,0.02914714070121995,26.18346125315776,0.8442296,0.0001
43,0.029154946512326654,26.185075015499947,0.84320414,0.0001
44,0.02909774942847656,26.229094398785076,0.8441912,0.0001
45,0.0291229261602399,26.162442214327996,0.8428927,0.0001
46,0.02895144699495498,26.226124040884308,0.8448684,0.0001
47,0.028913179793157846,26.267300964269953,0.84526473,0.0001
48,0.02881787905731582,26.249150517268966,0.8443347,0.0001
49,0.028818432815344616,26.22784897012907,0.84486324,5e-05
50,0.028438127783796407,26.247606014592282,0.8452978,5e-05
51,0.028393141036506163,26.276521924744788,0.8452905,5e-05
52,0.028406985015555254,26.288479259441825,0.8462465,5e-05
53,0.028366692808630235,26.257151163481474,0.8458536,5e-05
54,0.028335772615860965,26.276513570245307,0.8462707,5e-05
55,0.028300257380201903,26.28340366940071,0.84619176,5e-05
56,0.02831971845961399,26.227660235373122,0.8455792,5e-05
57,0.02824118162395553,26.2619889502616,0.8450533,5e-05
58,0.02821726171200663,26.23521582887061,0.84601915,5e-05
59,0.028193970973968165,26.262775247732332,0.8455147,5e-05
60,0.02814260816746905,26.309335547913683,0.8459643,5e-05
61,0.028160785188537246,26.251655322697662,0.84642184,5e-05
62,0.028136524336391303,26.218831342482005,0.8434299,5e-05
63,0.028084509837805884,26.28826887303523,0.8458209,5e-05
64,0.02806891723865282,26.2743707869189,0.84687924,5e-05
65,0.028029733764170582,26.321801757796596,0.8478563,5e-05
66,0.02803107685703402,26.207705698254173,0.84597087,5e-05
67,0.0280220851022396,26.316118361837024,0.84753716,5e-05
68,0.027970813425477352,26.347502809335033,0.84739816,5e-05
69,0.027931024304488426,26.32240325612828,0.8473148,5e-05
70,0.027937383552085426,26.23499137667032,0.84731025,5e-05
71,0.027921384637785842,26.302638760138603,0.84668267,5e-05
72,0.027863037273174455,26.29459023225136,0.84683025,5e-05
73,0.027853267616149705,26.2621124765446,0.84500885,5e-05
74,0.027850020498023174,26.32764098681874,0.8477391,5e-05
75,0.027804755561492856,26.361937469591794,0.84850895,5e-05
76,0.027783404509873332,26.27808322508137,0.847419,5e-05
77,0.027792391393815268,26.362751845692866,0.8476747,5e-05
78,0.027752378380046485,26.366229900494336,0.8486482,5e-05
79,0.027745172978084917,26.323145863568694,0.8472287,5e-05
80,0.027696584174303273,26.386506738114225,0.84835434,5e-05
81,0.027693744508032563,26.26587521502238,0.84601897,5e-05
82,0.027665421988163498,26.300012415516218,0.8476016,5e-05
83,0.02765387951966531,26.326192353622197,0.8479316,5e-05
84,0.027655567855223617,26.367229270740005,0.8488329,5e-05
85,0.0276256932614959,26.254062458907235,0.8481619,5e-05
86,0.027577349777995634,26.29833744827837,0.849136,5e-05
87,0.027566837201766076,26.327982538316295,0.84862936,5e-05
88,0.027572800081308236,26.38196440510834,0.84894186,5e-05
89,0.02750914171515139,26.171413935361077,0.8469921,5e-05
90,0.027532300763115455,26.243035410223303,0.8475073,5e-05
91,0.027481726576138586,26.29075327305004,0.8465577,5e-05
92,0.027482740003828086,26.343771968230016,0.8482829,5e-05
93,0.027452297581310167,26.31520406984183,0.847561,5e-05
94,0.027433477510333402,26.20447761197472,0.8410909,5e-05
95,0.027426720777448593,26.33049204862103,0.8490718,5e-05
96,0.027391686098926307,26.254123086716767,0.8477455,5e-05
97,0.027375099906067544,26.404406754991797,0.8489396,5e-05
98,0.02739142285865296,26.30744877604608,0.8472692,5e-05
99,0.027350415794370066,26.39264264828339,0.8491762,5e-05
100,0.0273249440529019,26.24591307379028,0.8473449,2.5e-05
101,0.027094263960554234,26.394540851470545,0.84953433,2.5e-05
102,0.027088223797173554,26.38084323160015,0.8492185,2.5e-05
103,0.02708340576095613,26.308447637876746,0.84773856,2.5e-05
104,0.02707881879188942,26.374769107653222,0.8500754,2.5e-05
105,0.0270714775283782,26.38407844111443,0.85035264,2.5e-05
106,0.027079397490241002,26.42498550404966,0.8514796,2.5e-05
107,0.02702729635032694,26.41825222573604,0.85123914,2.5e-05
108,0.027032965918145933,26.438419505539205,0.8505048,2.5e-05
109,0.027024939721768913,26.31220054900323,0.84858716,2.5e-05
110,0.02701545422436393,26.335718268595876,0.84856105,2.5e-05
111,0.027018963384084375,26.43047771605583,0.8511006,2.5e-05
112,0.02699704796691981,26.384975483821336,0.8503751,2.5e-05
113,0.026984545717391225,26.41155444081504,0.8504778,2.5e-05
114,0.026967746345503363,26.375278852820614,0.84983635,2.5e-05
115,0.026953069514421456,26.421810041563862,0.8504447,2.5e-05
116,0.026934195093867217,26.369958148577044,0.84897256,2.5e-05
117,0.026945583926010947,26.41506524998373,0.8499795,2.5e-05
118,0.026924725667973663,26.4426880902509,0.8506535,2.5e-05
119,0.026937325663878776,26.487934873445823,0.85108066,2.5e-05
120,0.026910824655155038,26.413387041213742,0.8517719,2.5e-05
121,0.026914910234496735,26.434024871775897,0.85057086,2.5e-05
122,0.02689114421209455,26.420408853869887,0.8509174,2.5e-05
123,0.02689311375218256,26.408215603543375,0.84995085,2.5e-05
124,0.026872916132948243,26.39188860803266,0.85020095,2.5e-05
125,0.02687999285481332,26.438203410596227,0.85170007,2.5e-05
126,0.026860384065162092,26.44071492307334,0.8513031,2.5e-05
127,0.026859096940181893,26.34621128440037,0.84871155,2.5e-05
128,0.026834547319608836,26.368619103279,0.8490289,2.5e-05
129,0.026822546604992434,26.437566526860255,0.85132295,2.5e-05
130,0.02682723285906555,26.349473735217074,0.85031193,2.5e-05
131,0.02682036964201542,26.419776674465435,0.8514936,2.5e-05
132,0.026803572717062536,26.41643395981471,0.85106117,2.5e-05
133,0.026801354345642455,26.329816399981457,0.84905124,2.5e-05
134,0.026793038692084555,26.430765995502338,0.8519375,2.5e-05
135,0.026787140856394297,26.295283883286935,0.84829307,2.5e-05
136,0.026769094402855794,26.34555905076613,0.85134053,2.5e-05
137,0.026793680693812584,26.345123064278283,0.8491443,2.5e-05
138,0.026774228063585526,26.36899224234347,0.8499455,2.5e-05
139,0.026741376704405354,26.375272541481607,0.84999037,2.5e-05
140,0.02674817116824846,26.411722915300135,0.8510707,2.5e-05
141,0.02672251875020082,26.45067737286159,0.85088634,2.5e-05
142,0.026732008160577074,26.429560795168666,0.8514088,2.5e-05
143,0.02671155134329268,26.388959331764283,0.8496986,2.5e-05
144,0.02672964412216168,26.48592673193632,0.85180223,2.5e-05
145,0.02669015328821234,26.441730738358775,0.85224724,2.5e-05
146,0.026677226546811855,26.458111967595734,0.85172415,2.5e-05
147,0.026684465917259342,26.468129841240245,0.8514502,2.5e-05
148,0.026693713481222837,26.407663665911443,0.8514699,2.5e-05
149,0.02666347659061957,26.39327048402904,0.8505035,2.5e-05
150,0.026659564046054626,26.376154386194496,0.85024005,2.5e-05
151,0.02664058784044174,26.422724805810166,0.8510139,1.25e-05
152,0.026529598487151553,26.434769166449897,0.85099065,1.25e-05
153,0.026515213308763823,26.481860608954054,0.8519521,1.25e-05
154,0.026516842521273818,26.418087174478153,0.8506568,1.25e-05
155,0.026509309428329703,26.452285742261246,0.8512988,1.25e-05
156,0.026515674729523438,26.46591445544344,0.8525574,1.25e-05
157,0.02650594999376302,26.489001200433716,0.8516095,1.25e-05
158,0.026499921542737535,26.453902037792684,0.85171807,1.25e-05
159,0.02648799263734101,26.43556368512651,0.8512128,1.25e-05
160,0.026499100911215004,26.45453061458939,0.8517845,1.25e-05
161,0.02649212184542712,26.473647000189903,0.8525366,1.25e-05
162,0.02648302699711896,26.478069981502134,0.85265917,1.25e-05
163,0.026464485242863683,26.44730847244173,0.8513664,1.25e-05
164,0.026470398041685272,26.43291808577729,0.8511908,1.25e-05
165,0.02647195660647274,26.372677042375795,0.8503275,1.25e-05
166,0.026456747485586785,26.463933133995337,0.85175997,1.25e-05
167,0.026461890289567042,26.444113985618845,0.8522626,1.25e-05
168,0.026445721511590956,26.482184880772984,0.85297143,1.25e-05
169,0.026456611818800407,26.431758560619006,0.8504342,1.25e-05
170,0.026442556156858293,26.493375060234197,0.85223037,1.25e-05
171,0.026437041275344873,26.477201452930718,0.85266256,1.25e-05
172,0.026438099804897384,26.450607667149928,0.8508641,1.25e-05
173,0.02643564213846346,26.44498158026654,0.8519334,1.25e-05
174,0.02641886622669749,26.461002360977,0.8522207,1.25e-05
175,0.026417680730965315,26.451160207072753,0.85215855,1.25e-05
176,0.026419994246016324,26.485682511991264,0.8535104,1.25e-05
177,0.02641558390245295,26.444230943221026,0.852021,1.25e-05
178,0.026408732484516195,26.494079939429323,0.8525192,1.25e-05
179,0.026399589866088143,26.46130118237495,0.8512536,1.25e-05
180,0.026398219076116277,26.435878157140962,0.85092217,1.25e-05
181,0.026397732435282987,26.48060794582539,0.8521446,1.25e-05
182,0.026390534703453344,26.478573190442024,0.85252345,1.25e-05
183,0.026386937505420396,26.390577584308407,0.85035276,1.25e-05
184,0.02638953499063963,26.440277390005278,0.8522398,1.25e-05
185,0.026385094177247,26.417527628047974,0.850232,1.25e-05
186,0.026373476445136643,26.46272075591506,0.8524882,1.25e-05
187,0.026367495388869098,26.503705127063093,0.8523326,1.25e-05
188,0.026370683741603514,26.46476388035839,0.851257,1.25e-05
189,0.02636090291756074,26.478239978579985,0.8525904,1.25e-05
190,0.0263610537440123,26.43367644640863,0.8516929,1.25e-05
191,0.026360850885666254,26.45901912433423,0.8520707,1.25e-05
192,0.026349249113521083,26.472733915862694,0.85196376,1.25e-05
193,0.026346801463231276,26.509748925075,0.8534924,1.25e-05
194,0.026354884450809017,26.40208846927479,0.8510143,1.25e-05
195,0.026339077332301397,26.475317568262888,0.85304374,1.25e-05
196,0.02633326838302918,26.454252472804814,0.85133475,1.25e-05
197,0.026331974719314633,26.432731482105247,0.8513573,1.25e-05
198,0.026322323326092256,26.39596935350954,0.85059404,1.25e-05
199,0.026319875373034082,26.39550402546187,0.8502836,1.25e-05
200,0.02631120281754338,26.473740253689833,0.85239094,1.25e-05
201,0.026310829350108655,26.45936135338453,0.8515732,6.25e-06
202,0.02624255177093946,26.4903833750116,0.8526911,6.25e-06
203,0.026244898647169085,26.477795084686,0.85266566,6.25e-06
204,0.026241434722104794,26.47775138959466,0.8526993,6.25e-06
205,0.026234766783568116,26.484637545926304,0.8527062,6.25e-06
206,0.02624238604686786,26.417211072168506,0.8503695,6.25e-06
207,0.026237449964628814,26.46097992013559,0.85301864,6.25e-06
208,0.026234007614023787,26.4692400282328,0.8532139,6.25e-06
209,0.02622782096918318,26.350922607831,0.8498216,6.25e-06
210,0.026230531086004958,26.490950781966102,0.85273796,6.25e-06
211,0.02622113841985965,26.486745461617584,0.8527162,6.25e-06
212,0.02623115423995959,26.469758055662364,0.8524862,6.25e-06
213,0.026223816917748846,26.445183523106397,0.8510067,6.25e-06
214,0.026215117915175827,26.37645647643819,0.85044837,6.25e-06
215,0.026212962762144583,26.490577685837717,0.852692,6.25e-06
216,0.026214522238778296,26.478797105193685,0.85261047,6.25e-06
217,0.02620464745916058,26.469855311010647,0.85267645,6.25e-06
218,0.026209507371252935,26.450465137676343,0.85255474,6.25e-06
219,0.02621428221959918,26.471552082303678,0.8524368,6.25e-06
220,0.026204419752561662,26.461908109631707,0.85182345,6.25e-06
221,0.026202430729063746,26.49724092333254,0.85324645,6.25e-06
222,0.026203698434374745,26.4520211075614,0.8521111,6.25e-06
223,0.026200033609220623,26.516787396032612,0.8533297,6.25e-06
224,0.026212867673401485,26.50213699600702,0.8532042,6.25e-06
225,0.026191230760639384,26.499820369999817,0.8534531,6.25e-06
226,0.02619615216303914,26.432136693308752,0.85199296,6.25e-06
227,0.026197251796495777,26.413630796740883,0.8509905,6.25e-06
228,0.026190062574050727,26.48395287347241,0.8529849,6.25e-06
229,0.02618471045974826,26.463239831846035,0.8523855,6.25e-06
230,0.02618000020021608,26.500951556020876,0.85302293,6.25e-06
231,0.026186053242761034,26.487077067202815,0.85289705,6.25e-06
232,0.026181926428492645,26.412976043957833,0.8513591,6.25e-06
233,0.026179087109254682,26.42910179812543,0.8518674,6.25e-06
234,0.026170430515499735,26.471199834643162,0.8524728,6.25e-06
235,0.026169925170309645,26.485365127574777,0.8526706,6.25e-06
236,0.026173426273912757,26.451852295886276,0.85253114,6.25e-06
237,0.026177950281324042,26.50849375806671,0.8538365,6.25e-06
238,0.02617147538329372,26.453405199027028,0.85211724,6.25e-06
239,0.026166133263888468,26.496452803548664,0.8527472,6.25e-06
240,0.026162815476792507,26.46945612475611,0.85276467,6.25e-06
241,0.026164159888734495,26.491532097889717,0.8527707,6.25e-06
242,0.026160963139932304,26.49315432700518,0.8528289,6.25e-06
243,0.026157778631116728,26.477611607292864,0.85238993,6.25e-06
244,0.026163332201469647,26.423691265955956,0.8513972,6.25e-06
245,0.02615952718039769,26.427738890797244,0.851481,6.25e-06
246,0.026147740299923224,26.44680719645931,0.85168743,6.25e-06
247,0.02614144396617612,26.47732986308297,0.85305816,6.25e-06
248,0.026145608642425374,26.499178307931256,0.8530757,6.25e-06
249,0.026155958973763674,26.473279473360506,0.8529474,6.25e-06
250,0.02615162117243833,26.490164487229716,0.8527674,6.25e-06
251,0.02613732005210997,26.47590577546791,0.85313785,3.125e-06
252,0.02610527337688117,26.44728079272797,0.85209596,3.125e-06
253,0.02610522982604207,26.480327467815897,0.8528158,3.125e-06
254,0.026108297021854174,26.478664367102013,0.852516,3.125e-06
255,0.026099112207077075,26.498636906812333,0.85299194,3.125e-06
256,0.026101528642125456,26.46437278307528,0.8524159,3.125e-06
257,0.026098756305519277,26.496126863618496,0.8528537,3.125e-06
258,0.02609614079053241,26.48123239301471,0.85233825,3.125e-06
259,0.0261011571364881,26.48173634606392,0.8529468,3.125e-06
260,0.026097777334994462,26.490325011602554,0.8529468,3.125e-06
261,0.026093030043881204,26.481260455342042,0.852947,3.125e-06
262,0.026090898354512997,26.45735344597025,0.8520552,3.125e-06
263,0.026088985656972395,26.496308890604528,0.8530118,3.125e-06
264,0.026095412907052515,26.450059424484117,0.8516129,3.125e-06
265,0.026089847385316747,26.489171584139502,0.85264224,3.125e-06
266,0.026094311419803607,26.48922774144485,0.8527181,3.125e-06
267,0.026089923865314106,26.47374632007101,0.8525869,3.125e-06
268,0.026094772835251495,26.468945583035673,0.8522848,3.125e-06
269,0.0260866836736779,26.501005623285288,0.8525169,3.125e-06
270,0.026085779038983833,26.478165505837946,0.85232735,3.125e-06
271,0.02608487561359265,26.465060668902723,0.8520713,3.125e-06
272,0.026086537052342533,26.484497514310636,0.85289097,3.125e-06
273,0.02608352018336096,26.471355861484156,0.8519609,3.125e-06
274,0.02608098101557831,26.433825903066577,0.8516804,3.125e-06
275,0.02608755670891572,26.487023370971695,0.8534171,3.125e-06
276,0.02608011986621206,26.458534842712382,0.8523462,3.125e-06
277,0.026080425610914542,26.511521140021827,0.8533879,3.125e-06
278,0.02607395156098976,26.478644992421774,0.8527203,3.125e-06
279,0.026082119617625334,26.485406033807624,0.8527399,3.125e-06
